http://catalogue.bnf.fr/	BENC	CTHS	http://gallica.bnf.fr/	pages	OCR	année	nº in coll.	tome	nº in série	format	sous-collection	titre	éditeur (@key)	éditeur (@ref)	auteur (@key)	auteur (@ref)	collection	exemplaire CTHS ?	regroupement (titre)	regroupement (ark, notice BnF)	code erreur	commentaire
ark:/12148/cb375577403	62401	1131	ark:/12148/bpt6k6260824h	710	99.72	1852		9		in-4	Première série, Histoire politique	 Papiers d'État du cardinal de Granvelle : d'après les manuscrits de la Bibliothèque de Besançon. Tome IX	Weiss, Charles (1779-1866) | Duvernoy, Charles (1774-1850)	http://catalogue.bnf.fr/ark:/12148/cb11929033d | http://catalogue.bnf.fr/ark:/12148/cb10680651d	Granvelle, Antoine Perrenot de (1517-1586) 	http://catalogue.bnf.fr/ark:/12148/cb13526316h	Collection de documents inédits sur l'histoire de France	oui	 Papiers d'État du cardinal de Granvelle : d'après les manuscrits de la Bibliothèque de Besançon	http://catalogue.bnf.fr/ark:/12148/cb375577403		
ark:/12148/cb375637708	92222		ark:/12148/bpt6k2081892	688	96.32	1841		1			Première série, Histoire politique	Le procès des Templiers. Tome I	Michelet, Jules (1798-1874)	http://catalogue.bnf.fr/ark:/12148/cb11916021g	 -	 -	Collection de documents inédits sur l'histoire de France		Le procès des Templiers	http://catalogue.bnf.fr/ark:/12148/cb375637708		
ark:/12148/cb375637708	92222		ark:/12148/bpt6k2081900	545	 -	1851		2			Première série, Histoire politique	Le procès des Templiers. Tome II	Michelet, Jules (1798-1874)	http://catalogue.bnf.fr/ark:/12148/cb11916021g	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Le procès des Templiers	http://catalogue.bnf.fr/ark:/12148/cb375637708		
ark:/12148/cb375585565	67071	669	ark:/12148/bpt6k65214138	920	99.96	1842				in-4	Première série, Histoire politique	Procès-verbaux des États généraux de 1593	Bernard, Auguste (1811-1868) 	http://catalogue.bnf.fr/ark:/12148/cb11891489g	France. Etats généraux (1593 ; Paris)	http://catalogue.bnf.fr/ark:/12148/cb12499638h	Collection de documents inédits sur l'histoire de France				auteur_personne-morale	
ark:/12148/cb37558548j	69825	670	ark:/12148/bpt6k203961f	756	94.7 	1843		1		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Tome I : 1562-1584	Berger de Xivrey, Jules (1801-1863) 	http://catalogue.bnf.fr/ark:/12148/cb123695927	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France	oui	Recueil des lettres missives de Henri IV	http://catalogue.bnf.fr/ark:/12148/cb37558548j		
ark:/12148/cb37558548j	69825	670	ark:/12148/bpt6k6328252c	687	99.82 	1843		2		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Tome II : 1585-1589	Berger de Xivrey, Jules (1801-1863) 	http://catalogue.bnf.fr/ark:/12148/cb123695927	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France	oui	Recueil des lettres missives de Henri IV	http://catalogue.bnf.fr/ark:/12148/cb37558548j		
ark:/12148/cb37558548j	69825	670	ark:/12148/bpt6k2039636	906	 -	1846		3		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Tome III : 1589-1593	Berger de Xivrey, Jules (1801-1863) 	http://catalogue.bnf.fr/ark:/12148/cb123695927	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France	oui	Recueil des lettres missives de Henri IV	http://catalogue.bnf.fr/ark:/12148/cb37558548j		
ark:/12148/cb37558548j	69825	670	ark:/12148/bpt6k203964k	1102	94.73	1848		4		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Tome IV : 1593-1598	Berger de Xivrey, Jules (1801-1863) 	http://catalogue.bnf.fr/ark:/12148/cb123695927	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France		Recueil des lettres missives de Henri IV	http://catalogue.bnf.fr/ark:/12148/cb37558548j		
ark:/12148/cb37558548j	69825	670	ark:/12148/bpt6k203965z	795	93.13	1850		5		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Tome V : 1599-1602	Berger de Xivrey, Jules (1801-1863) 	http://catalogue.bnf.fr/ark:/12148/cb123695927	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France	oui	Recueil des lettres missives de Henri IV	http://catalogue.bnf.fr/ark:/12148/cb37558548j		
ark:/12148/cb37558548j	69825	670	ark:/12148/bpt6k203966b	734	96.14 	1853		6		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Tome VI : 1603-1606	Berger de Xivrey, Jules (1801-1863) 	http://catalogue.bnf.fr/ark:/12148/cb123695927	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France	oui	Recueil des lettres missives de Henri IV	http://catalogue.bnf.fr/ark:/12148/cb37558548j		
ark:/12148/cb37558548j	69825	670	ark:/12148/bpt6k203967q	974	 -	1858		7		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Tome VII : 1606-1610	Berger de Xivrey, Jules (1801-1863) 	http://catalogue.bnf.fr/ark:/12148/cb123695927	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France	oui	Recueil des lettres missives de Henri IV	http://catalogue.bnf.fr/ark:/12148/cb37558548j		
ark:/12148/cb37558551f	69825	670	ark:/12148/bpt6k62182323	1014	99.02	1872		8		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Supplément. Tome VIII	Guadet, Joseph (1795-1887) 	http://catalogue.bnf.fr/ark:/12148/cb12265136h	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France	oui	Recueil des lettres missives de Henri IV. Supplément	http://catalogue.bnf.fr/ark:/12148/cb37558551f		
ark:/12148/cb37558551f	69825	670	ark:/12148/bpt6k64797981	970	99.64	1876		9		in-4	Première série, Histoire politique	Recueil des lettres missives de Henri IV. Supplément. Tome IX	Guadet, Joseph (1795-1887) 	http://catalogue.bnf.fr/ark:/12148/cb12265136h	Henri IV (roi de France ; 1553-1610) 	http://catalogue.bnf.fr/ark:/12148/cb120154019	Collection de documents inédits sur l'histoire de France	oui	Recueil des lettres missives de Henri IV. Supplément	http://catalogue.bnf.fr/ark:/12148/cb37558551f		
ark:/12148/cb375577465	57162		ark:/12148/bpt6k54071934	828	95.73	1845		1			Première série, Histoire politique	Négociations diplomatiques entre la France et l'Autriche durant les trente premières années du XVIe siècle. Tome I	Le Glay, Edward (1814-1894) 	http://catalogue.bnf.fr/ark:/12148/cb12515501f	 -	 -	Collection de documents inédits sur l'histoire de France		Négociations diplomatiques entre la France et l'Autriche durant les trente premières années du XVIe siècle	http://catalogue.bnf.fr/ark:/12148/cb375577465		
ark:/12148/cb375577465	57162		ark:/12148/bpt6k54074935	818	92.73	1845		2			Première série, Histoire politique	Négociations diplomatiques entre la France et l'Autriche durant les trente premières années du XVIe siècle. Tome II	Le Glay, Edward (1814-1894) 	http://catalogue.bnf.fr/ark:/12148/cb12515501f	 -	 -	Collection de documents inédits sur l'histoire de France		Négociations diplomatiques entre la France et l'Autriche durant les trente premières années du XVIe siècle	http://catalogue.bnf.fr/ark:/12148/cb375577465		
ark:/12148/cb37567320k	11380	663	ark:/12148/bpt6k204021j	746	92.71	1847				in-4	Première série, Histoire politique	Captivité du roi François Ier	Champollion-Figeac, Aimé (1813-1894)	http://catalogue.bnf.fr/ark:/12148/cb118959963	 -	 -	Collection de documents inédits sur l'histoire de France					
ark:/12148/cb37562601x	57159	665	ark:/12148/bpt6k1145214	804	 -	1848		1		in-4	Première série, Histoire politique	Négociations de la France dans le Levant, ou Correspondances, mémoires et actes diplomatiques des ambassadeurs de France à Constantinople et des ambassadeurs, envoyés ou résidents à divers titres à Venise, Raguse, Rome, Malte et Jérusalem, en Turquie, Perse, Géorgie, Crimée, Syrie, Égypte, etc., et dans les États de Tunis, d'Alger et de Maroc. Tome I	Charrière, Ernest (1805-1865?) 	http://catalogue.bnf.fr/ark:/12148/cb130051300	 -	 -	Collection de documents inédits sur l'histoire de France		Négociations de la France dans le Levant, ou Correspondances, mémoires et actes diplomatiques des ambassadeurs de France à Constantinople et des ambassadeurs, envoyés ou résidents à divers titres à Venise, Raguse, Rome, Malte et Jérusalem, en Turquie, Perse, Géorgie, Crimée, Syrie, Égypte, etc., et dans les États de Tunis, d'Alger et de Maroc	http://catalogue.bnf.fr/ark:/12148/cb37562601x		
ark:/12148/cb37562601x	57159	665	ark:/12148/bpt6k114522h	872	69.94	1850		2		in-4	Première série, Histoire politique	Négociations de la France dans le Levant, ou Correspondances, mémoires et actes diplomatiques des ambassadeurs de France à Constantinople et des ambassadeurs, envoyés ou résidents à divers titres à Venise, Raguse, Rome, Malte et Jérusalem, en Turquie, Perse, Géorgie, Crimée, Syrie, Égypte, etc., et dans les États de Tunis, d'Alger et de Maroc. Tome II	Charrière, Ernest (1805-1865?) 	http://catalogue.bnf.fr/ark:/12148/cb130051300	 -	 -	Collection de documents inédits sur l'histoire de France		Négociations de la France dans le Levant, ou Correspondances, mémoires et actes diplomatiques des ambassadeurs de France à Constantinople et des ambassadeurs, envoyés ou résidents à divers titres à Venise, Raguse, Rome, Malte et Jérusalem, en Turquie, Perse, Géorgie, Crimée, Syrie, Égypte, etc., et dans les États de Tunis, d'Alger et de Maroc	http://catalogue.bnf.fr/ark:/12148/cb37562601x		
ark:/12148/cb37562601x	57159	665	ark:/12148/bpt6k114523w	1018	 -	1853		3		in-4	Première série, Histoire politique	Négociations de la France dans le Levant, ou Correspondances, mémoires et actes diplomatiques des ambassadeurs de France à Constantinople et des ambassadeurs, envoyés ou résidents à divers titres à Venise, Raguse, Rome, Malte et Jérusalem, en Turquie, Perse, Géorgie, Crimée, Syrie, Égypte, etc., et dans les États de Tunis, d'Alger et de Maroc. Tome III	Charrière, Ernest (1805-1865?) 	http://catalogue.bnf.fr/ark:/12148/cb130051300	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Négociations de la France dans le Levant, ou Correspondances, mémoires et actes diplomatiques des ambassadeurs de France à Constantinople et des ambassadeurs, envoyés ou résidents à divers titres à Venise, Raguse, Rome, Malte et Jérusalem, en Turquie, Perse, Géorgie, Crimée, Syrie, Égypte, etc., et dans les États de Tunis, d'Alger et de Maroc	http://catalogue.bnf.fr/ark:/12148/cb37562601x		
ark:/12148/cb37562601x	57159	665	ark:/12148/bpt6k1145248	790	94.63	1860		4		in-4	Première série, Histoire politique	Négociations de la France dans le Levant, ou Correspondances, mémoires et actes diplomatiques des ambassadeurs de France à Constantinople et des ambassadeurs, envoyés ou résidents à divers titres à Venise, Raguse, Rome, Malte et Jérusalem, en Turquie, Perse, Géorgie, Crimée, Syrie, Égypte, etc., et dans les États de Tunis, d'Alger et de Maroc. Tome IV	Charrière, Ernest (1805-1865?) 	http://catalogue.bnf.fr/ark:/12148/cb130051300	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Négociations de la France dans le Levant, ou Correspondances, mémoires et actes diplomatiques des ambassadeurs de France à Constantinople et des ambassadeurs, envoyés ou résidents à divers titres à Venise, Raguse, Rome, Malte et Jérusalem, en Turquie, Perse, Géorgie, Crimée, Syrie, Égypte, etc., et dans les États de Tunis, d'Alger et de Maroc	http://catalogue.bnf.fr/ark:/12148/cb37562601x		
ark:/12148/cb37566390h	11866		ark:/12148/bpt6k6534939f	732	99.83 	1850		1	4		Première série, Histoire politique. Collection des cartulaires de France	Cartulaire de l'église Notre-Dame de Paris. Tome I	Guérard, Benjamin (1797-1854) | Géraud, Hercule (1812-1844) | Marion, Jules (1818-1886) | Deloye, Augustin (1816-1898) 	http://catalogue.bnf.fr/ark:/12148/cb12442951t | http://catalogue.bnf.fr/ark:/12148/cb122402156 | http://catalogue.bnf.fr/ark:/12148/cb13555303j | http://catalogue.bnf.fr/ark:/12148/cb135659591	 -	 -	Collection de documents inédits sur l'histoire de France		Cartulaire de l'église Notre-Dame de Paris	http://catalogue.bnf.fr/ark:/12148/cb37566390h		
ark:/12148/cb37566390h	11866		ark:/12148/bpt6k6534844d	570	99.91	1850		2	5		Première série, Histoire politique. Collection des cartulaires de France	Cartulaire de l'église Notre-Dame de Paris. Tome II	Guérard, Benjamin (1797-1854) | Géraud, Hercule (1812-1844) | Marion, Jules (1818-1886) | Deloye, Augustin (1816-1898) 	http://catalogue.bnf.fr/ark:/12148/cb12442951t | http://catalogue.bnf.fr/ark:/12148/cb122402156 | http://catalogue.bnf.fr/ark:/12148/cb13555303j | http://catalogue.bnf.fr/ark:/12148/cb135659591	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Cartulaire de l'église Notre-Dame de Paris	http://catalogue.bnf.fr/ark:/12148/cb37566390h		
ark:/12148/cb37566390h	11866		ark:/12148/bpt6k65348808	580	99.79	1850		3	6		Première série, Histoire politique. Collection des cartulaires de France	Cartulaire de l'église Notre-Dame de Paris. Tome III	Guérard, Benjamin (1797-1854) | Géraud, Hercule (1812-1844) | Marion, Jules (1818-1886) | Deloye, Augustin (1816-1898) 	http://catalogue.bnf.fr/ark:/12148/cb12442951t | http://catalogue.bnf.fr/ark:/12148/cb122402156 | http://catalogue.bnf.fr/ark:/12148/cb13555303j | http://catalogue.bnf.fr/ark:/12148/cb135659591	 -	 -	Collection de documents inédits sur l'histoire de France		Cartulaire de l'église Notre-Dame de Paris	http://catalogue.bnf.fr/ark:/12148/cb37566390h		
ark:/12148/cb37566390h	11866		ark:/12148/bpt6k65348823	514	99.4	1850		4	7		Première série, Histoire politique. Collection des cartulaires de France	Cartulaire de l'église Notre-Dame de Paris. Tome IV	Guérard, Benjamin (1797-1854) | Géraud, Hercule (1812-1844) | Marion, Jules (1818-1886) | Deloye, Augustin (1816-1898) 	http://catalogue.bnf.fr/ark:/12148/cb12442951t | http://catalogue.bnf.fr/ark:/12148/cb122402156 | http://catalogue.bnf.fr/ark:/12148/cb13555303j | http://catalogue.bnf.fr/ark:/12148/cb135659591	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Cartulaire de l'église Notre-Dame de Paris	http://catalogue.bnf.fr/ark:/12148/cb37566390h		
ark:/12148/cb375577554	19686	719	ark:/12148/bpt6k204027t	1062	99.88	1850		1		in-4	Première série, Histoire politique	Correspondance administrative sous le règne de Louis XIV, entre le cabinet du roi, les secrétaires d'État, le chancelier de France et les intendants et gouverneurs de province. Tome I : États provinciaux - Affaires municipales et communales	Depping, Georges Bernard (1784-1853)	http://catalogue.bnf.fr/ark:/12148/cb11899649q	 -	 -	Collection de documents inédits sur l'histoire de France		Correspondance administrative sous le règne de Louis XIV, entre le cabinet du roi, les secrétaires d'État, le chancelier de France et les intendants et gouverneurs de province	http://catalogue.bnf.fr/ark:/12148/cb375577554		
ark:/12148/cb375577554	19686	720	ark:/12148/bpt6k2040286	1084	99.94	1851		2		in-4	Première série, Histoire politique	Correspondance administrative sous le règne de Louis XIV, entre le cabinet du roi, les secrétaires d'État, le chancelier de France et les intendants et gouverneurs de province. Tome II : Administration de la justice - Police - Galères	Depping, Georges Bernard (1784-1853)	http://catalogue.bnf.fr/ark:/12148/cb11899649q	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Correspondance administrative sous le règne de Louis XIV, entre le cabinet du roi, les secrétaires d'État, le chancelier de France et les intendants et gouverneurs de province	http://catalogue.bnf.fr/ark:/12148/cb375577554		
