http://catalogue.bnf.fr/	BENC	CTHS	http://gallica.bnf.fr/	pages	OCR	année	nº in coll.	tome	nº in série	format	sous-collection	titre	éditeur (@key)	éditeur (@ref)	auteur (@key)	auteur (@ref)	collection	exemplaire CTHS ?	regroupement (titre)	regroupement (ark, notice BnF)	code erreur	commentaire
ark:/12148/cb34018053n	69871					1947		12			 -	Recueil général des bas-reliefs de la Gaule romaine. Tome XII : Supplément (suite)	 -	 -	Lantier, Raymond (1886-1980)	http://catalogue.bnf.fr/ark:/12148/cb122984658	Collection de documents inédits sur l'histoire de France	oui	Recueil général des bas-reliefs de la Gaule romaine	http://catalogue.bnf.fr/ark:/12148/cb34018053n		
ark:/12148/cb34018053n	69873					1949		13			 -	Recueil général des bas-reliefs de la Gaule romaine. Tome XIII : Supplément (suite)	 -	 -	Lantier, Raymond (1886-1980)	http://catalogue.bnf.fr/ark:/12148/cb122984658	Collection de documents inédits sur l'histoire de France		Recueil général des bas-reliefs de la Gaule romaine	http://catalogue.bnf.fr/ark:/12148/cb34018053n		
ark:/12148/cb34018053n	69872					1955		14			 -	Recueil général des bas-reliefs de la Gaule romaine. Tome XIV : Supplément (suite)	 -	 -	Lantier, Raymond (1886-1980)	http://catalogue.bnf.fr/ark:/12148/cb122984658	Collection de documents inédits sur l'histoire de France		Recueil général des bas-reliefs de la Gaule romaine	http://catalogue.bnf.fr/ark:/12148/cb34018053n		
ark:/12148/cb34018053n	69883					1966		15			 -	Recueil général des bas-reliefs de la Gaule romaine. Tome XV : Supplément (suite)	 -	 -	Lantier, Raymond (1886-1980)	http://catalogue.bnf.fr/ark:/12148/cb122984658	Collection de documents inédits sur l'histoire de France		Recueil général des bas-reliefs de la Gaule romaine	http://catalogue.bnf.fr/ark:/12148/cb34018053n		
ark:/12148/cb32083171t	69884					1931		 -		in-4	 -	Recueil général des bas-reliefs, statues et bustes de la Germanie romaine. Complément du recueil général des bas-reliefs, statues et bustes de la Gaule romaine 	 -	 -	Espérandieu, Émile (1857-1939)	http://catalogue.bnf.fr/ark:/12148/cb119019117	Collection de documents inédits sur l'histoire de France	oui				
ark:/12148/cb346819021	69870					1981		 -			 -	Recueil général des bas-reliefs, statues et bustes de la Gaule romaine. [Tome XVI ?]: Tables des notices et des noms géographiques de la Gaule romaine et de la Germanie romaine	Duval, Paul-Marie (1912-1997)	http://catalogue.bnf.fr/ark:/12148/cb11901471q	Espérandieu, Émile (1857-1939) | Lantier, Raymond (1886-1980)	http://catalogue.bnf.fr/ark:/12148/cb119019117 | http://catalogue.bnf.fr/ark:/12148/cb122984658	Collection de documents inédits sur l'histoire de France				tomaison-incertaine	
ark:/12148/cb34018026r	1253		ark:/12148/bpt6k62692833	601	99.76	1911				in-4	 -	Les actes de Sully passés au nom du roi de 1600 à 1610 : par devant Me Simon Fournyer, notaire au Châtelet de Paris, dont les minutes sont conservées en l'étude de Me Henri Motel, notaire à Paris	Mallevoüe, Fernand de	http://catalogue.bnf.fr/ark:/12148/cb13573399b	Sully, Maximilien de Béthune (1559-1641 ; duc de)	http://catalogue.bnf.fr/ark:/12148/cb12092462f	Collection de documents inédits sur l'histoire de France	oui				
ark:/12148/cb375661752	69534		ark:/12148/bpt6k6215585b	580	98.5	1914					 -	Recueil d'actes relatifs à l'administration des rois d'Angleterre en Guyenne au XIIIe siècle : (recogniciones feodorum in Aquitania)	Bémont, Charles (1848-1939)	http://catalogue.bnf.fr/ark:/12148/cb11891128f	 -	 -	Collection de documents inédits sur l'histoire de France					
ark:/12148/cb34018028f	46929	4667	ark:/12148/bpt6k2099571 | ark:/12148/bpt6k209958d		86.21 | 89.21	1917				in-4	 -	Les journaux du trésor de Charles IV le Bel	Viard, Jules (1862-1939)	http://catalogue.bnf.fr/ark:/12148/cb119281652	 -	 -	Collection de documents inédits sur l'histoire de France	oui				Le document a été numérisé dans deux fichiers : introduction et corps du texte
ark:/12148/cb375661721	46930					1917					 -	Les journaux du trésor de Philippe IV le Bel	Viard, Jules (1862-1939)	http://catalogue.bnf.fr/ark:/12148/cb119281652	France	http://catalogue.bnf.fr/ark:/12148/cb11863754h	Collection de documents inédits sur l'histoire de France	oui			auteur_personne-morale	Titre homonyme publié en 1940. Voir ligne 417
ark:/12148/cb37568577b	70320	4775				1919					 -	Registre des causes civiles de l'Officialité épiscopale de Paris (1384-1387)	Petit, Joseph (1874-1908) | Petit, Joseph-François 	http://catalogue.bnf.fr/ark:/12148/cb130061140 | http://catalogue.bnf.fr/ark:/12148/cb12462654f	Eglise catholique. Diocèse (Paris) | Marichal, Paul (1870-1943) 	http://catalogue.bnf.fr/ark:/12148/cb11869186x | http://catalogue.bnf.fr/ark:/12148/cb12623568m	Collection de documents inédits sur l'histoire de France				auteur_personne-morale	
ark:/12148/cb34197995n	69692	 -				1930					 -	Recueil des actes des comtes de Pontieu (1026-1279)	Brunel, Clovis (1884-1971)	http://catalogue.bnf.fr/ark:/12148/cb12285088w	 -	 -	Collection de documents inédits sur l'histoire de France	oui				
ark:/12148/cb34018029s	46930		ark:/12148/bpt6k4846p	623	 -	1940					 -	Les journaux du trésor de Philippe IV le Bel	Viard, Jules (1862-1939)	http://catalogue.bnf.fr/ark:/12148/cb119281652	France	http://catalogue.bnf.fr/ark:/12148/cb11863754h	Collection de documents inédits sur l'histoire de France	oui			auteur_personne-morale	Titre homonyme publié en 1917 Voir ligne 414
ark:/12148/cb37559242w	69700	1058	ark:/12148/bpt6k63342651	916	99.61	1910		1			 -	Recueil des actes du Directoire exécutif : procès-verbaux, arrêtés, instructions, lettres et actes divers. Tome I : du 11 brumaire au 30 ventôse an IV (2 novembre 1795 - 20 mars 1796)	Debidour, Antonin (1847-1917) 	http://catalogue.bnf.fr/ark:/12148/cb11898948z	France. Directoire	http://catalogue.bnf.fr/ark:/12148/cb125211487	Collection de documents inédits sur l'histoire de France	oui	Recueil des actes du Directoire exécutif : procès-verbaux, arrêtés, instructions, lettres et actes divers	http://catalogue.bnf.fr/ark:/12148/cb37559242w	appartenance-incertaine | auteur_personne-morale	
ark:/12148/cb37559242w	101262	1059	ark:/12148/bpt6k6335954z	894	99.26	1911		2			 -	Recueil des actes du Directoire exécutif : procès-verbaux, arrêtés, instructions, lettres et actes divers. Tome II : du 1er germinal au 15 messidor an IV (21 mars - 3 juillet 1796)	Debidour, Antonin (1847-1917) 	http://catalogue.bnf.fr/ark:/12148/cb11898948z	France. Directoire	http://catalogue.bnf.fr/ark:/12148/cb125211487	Collection de documents inédits sur l'histoire de France	oui	Recueil des actes du Directoire exécutif : procès-verbaux, arrêtés, instructions, lettres et actes divers	http://catalogue.bnf.fr/ark:/12148/cb37559242w	appartenance-incertaine | auteur_personne-morale	
ark:/12148/cb37559242w	101263	1060	ark:/12148/bpt6k6335933s	844	99.43	1913		3			 -	Recueil des actes du Directoire exécutif : procès-verbaux, arrêtés, instructions, lettres et actes divers. Tome III : du 16 messidor an IV au 15 vendémiaire an V (4 juillet - 6 octobre 1796)	Debidour, Antonin (1847-1917) 	http://catalogue.bnf.fr/ark:/12148/cb11898948z	France. Directoire	http://catalogue.bnf.fr/ark:/12148/cb125211487	Collection de documents inédits sur l'histoire de France		Recueil des actes du Directoire exécutif : procès-verbaux, arrêtés, instructions, lettres et actes divers	http://catalogue.bnf.fr/ark:/12148/cb37559242w	appartenance-incertaine | auteur_personne-morale	
ark:/12148/cb37559242w	101264	1061	ark:/12148/bpt6k63359272	854	99.56	1917		4			 -	Recueil des actes du Directoire exécutif : procès-verbaux, arrêtés, instructions, lettres et actes divers. Tome IV : 16 vendémiaire au 15 pluviôse an V (7 octobre 1796 - 3 février 1797)	Debidour, Antonin (1847-1917) 	http://catalogue.bnf.fr/ark:/12148/cb11898948z	France. Directoire	http://catalogue.bnf.fr/ark:/12148/cb125211487	Collection de documents inédits sur l'histoire de France		Recueil des actes du Directoire exécutif : procès-verbaux, arrêtés, instructions, lettres et actes divers	http://catalogue.bnf.fr/ark:/12148/cb37559242w	appartenance-incertaine | auteur_personne-morale	
ark:/12148/cb375596529	67068	1037	ark:/12148/bpt6k65173086	?	99.96	1912		1			 -	Procès-verbaux de la Commission temporaire des arts. Tome I : 1er septembre 1793 - 30 frimaire an III	Tuetey, Louis (1869-19..) 	http://catalogue.bnf.fr/ark:/12148/cb12915942t	France. Convention nationale. Commission des arts	http://catalogue.bnf.fr/ark:/12148/cb135338558	Collection de documents inédits sur l'histoire de France	oui	Procès-verbaux de la Commission temporaire des arts	http://catalogue.bnf.fr/ark:/12148/cb375596529	appartenance-incertaine | auteur_personne-morale	
ark:/12148/cb375596529	101261	1038	ark:/12148/bpt6k6221326t	690	98.5	1917		2			 -	Procès-verbaux de la Commission temporaire des arts. Tome II : 5 nivôse an III - 5 nivôse an IV	Tuetey, Louis (1869-19..) 	http://catalogue.bnf.fr/ark:/12148/cb12915942t	France. Convention nationale. Commission des arts	http://catalogue.bnf.fr/ark:/12148/cb135338558	Collection de documents inédits sur l'histoire de France	oui	Procès-verbaux de la Commission temporaire des arts	http://catalogue.bnf.fr/ark:/12148/cb375596529	appartenance-incertaine | auteur_personne-morale	
ark:/12148/cb37260727w	49214	1022	ark:/12148/bpt6k469252	1261	 -	1913		1			 -	Lettres de Madame Roland. Nouvelle série : 1767-1780. Tome I	Perroud, Claude (1839-1919) | Bacquencourt, Marthe de (1883-1977)	http://catalogue.bnf.fr/ark:/12148/cb120956334 | http://catalogue.bnf.fr/ark:/12148/cb12482380k	Roland de La Platière, Jeanne-Marie (1754-1793)	http://catalogue.bnf.fr/ark:/12148/cb12095632s	Collection de documents inédits sur l'histoire de France	oui	Lettres de Madame Roland. Nouvelle série : 1767-1780	http://catalogue.bnf.fr/ark:/12148/cb375276615	appartenance-incertaine	
ark:/12148/cb375276615		1023				1915		2			 -	Lettres de Madame Roland. Nouvelle série : 1767-1780. Tome II	Perroud, Claude (1839-1919) | Bacquencourt, Marthe de (1883-1977)	http://catalogue.bnf.fr/ark:/12148/cb120956334 | http://catalogue.bnf.fr/ark:/12148/cb12482380k	Roland de La Platière, Jeanne-Marie (1754-1793)	http://catalogue.bnf.fr/ark:/12148/cb12095632s	Collection de documents inédits sur l'histoire de France	oui	Lettres de Madame Roland. Nouvelle série : 1767-1780	http://catalogue.bnf.fr/ark:/12148/cb375276615	appartenance-incertaine	
ark:/12148/cb340180273	68730	1051				1913		1			 -	Rapports des agents du ministre de l'Intérieur dans les départements (1793-an II). Tome I	Caron, Pierre (1875-1952)	http://catalogue.bnf.fr/ark:/12148/cb11895258m	France. Ministère de l'intérieur (1791-1830)	http://catalogue.bnf.fr/ark:/12148/cb124925256	Collection de documents inédits sur l'histoire de France	oui	Rapports des agents du ministre de l'Intérieur dans les départements (1793-an II)	http://catalogue.bnf.fr/ark:/12148/cb340180273	appartenance-incertaine	
ark:/12148/cb340180273	68730	1052				1951		2			 -	Rapports des agents du ministre de l'Intérieur dans les départements (1793-an II). Tome II	Caron, Pierre (1875-1952)	http://catalogue.bnf.fr/ark:/12148/cb11895258m	France. Ministère de l'intérieur (1791-1830)	http://catalogue.bnf.fr/ark:/12148/cb124925256	Collection de documents inédits sur l'histoire de France	oui	Rapports des agents du ministre de l'Intérieur dans les départements (1793-an II)	http://catalogue.bnf.fr/ark:/12148/cb340180273	appartenance-incertaine	
ark:/12148/cb36274573j	17207					1915		1		in-4	 -	Commentaires de la Faculté de médecine de l'Université de Paris. Tome I : 1395-1516	Wickersheimer, Ernest (1880-1965)	http://catalogue.bnf.fr/ark:/12148/cb123121180	Université de Paris (1896-1968). Faculté de médecine	http://catalogue.bnf.fr/ark:/12148/cb16201097s	Collection de documents inédits sur l'histoire de France. Série in-4 		Commentaires de la Faculté de médecine de l'Université de Paris	http://catalogue.bnf.fr/ark:/12148/cb36274573j	auteur_personne-morale	
ark:/12148/cb36274573j	17208		NUMM-4726 < 2 >			1964		2		in-4	 -	Commentaires de la Faculté de médecine de l'Université de Paris. Tome II : 1516-1560	Concasty, Marie-Louise (1914-1977) 	http://catalogue.bnf.fr/ark:/12148/cb125195273	Université de Paris (1896-1968). Faculté de médecine	http://catalogue.bnf.fr/ark:/12148/cb16201097s	Collection de documents inédits sur l'histoire de France. Série in-4 	oui	Commentaires de la Faculté de médecine de l'Université de Paris	http://catalogue.bnf.fr/ark:/12148/cb36274573j	auteur_personne-morale	
ark:/12148/cb34018031b	28477		NUMM-855016 			1959				in-4	 -	Enquêtes administratives d'Alphonse de Poitiers, arrêts de son parlement tenu à Toulouse et textes annexes (1249-1271)	Fournier, Pierre-François (1885-1986) | Guébin, Pascal 	http://catalogue.bnf.fr/ark:/12148/cb11903297b | http://catalogue.bnf.fr/ark:/12148/cb12468825v	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-4 					
ark:/12148/cb35254194v	28496					1969				in-4	 -	Enquêtes sur les droits et revenus de Charles Ier d'Anjou en Provence : 1252 et 1278	Baratier, Édouard (1923-1972)	http://catalogue.bnf.fr/ark:/12148/cb11890112t	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-4 	oui				
ark:/12148/cb34574224r	81382	1148				1973		1		in-4	 -	Le Trésor des chartes d'Albret. 1. 1 - Les Archives de Vayres. Le Fonds de Langoiran	Marquette, Jean-Bernard (1934-....)	http://catalogue.bnf.fr/ark:/12148/cb119146836	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-4 	oui			tomaison-incertaine	Les précisions sur ce volume dans la notice BnF (« 1.1 », année de publication « 1973… ») font penser à une publication qui n’a pas été achevée et dont on a seulement publié que ce premier volume. Voir la notice du titre d’ensemble http://catalogue.bnf.fr/ark:/12148/cb34294775x
ark:/12148/cb34557473t	25345	1149	NUMM-3330820 			1975				in-4	 -	Documents comptables de Saint-Martin de Tours à l'époque mérovingienne	Gasnault, Pierre (1928-2016) | Bibliothèque nationale (France)	http://catalogue.bnf.fr/ark:/12148/cb11904246p | http://catalogue.bnf.fr/ark:/12148/cb11862469g	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-4 				éditeur_personne-morale	
ark:/12148/cb37697570g	57794	1144	NUMM-3368720 < Tome 1  >  			1978		1		in-4	 -	Les Notaires et secrétaires du roi sous les règnes de Louis XI, Charles VIII et Louis XII (1461-1515). Tome I : Notices personnelles	Lapeyre, André (1903-2005) | Scheurer, Rémy	http://catalogue.bnf.fr/ark:/12148/cb121020212 | http://catalogue.bnf.fr/ark:/12148/cb11923958s	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-4 	oui	Les Notaires et secrétaires du roi sous les règnes de Louis XI, Charles VIII et Louis XII : 1461-1515	http://catalogue.bnf.fr/ark:/12148/cb37697570g		
ark:/12148/cb37697570g	118858	1145				1978		2		in-4	 -	Les Notaires et secrétaires du roi sous les règnes de Louis XI, Charles VIII et Louis XII (1461-1515). Tome II : généalogies et index	Lapeyre, André (1903-2005) | Scheurer, Rémy	http://catalogue.bnf.fr/ark:/12148/cb121020212 | http://catalogue.bnf.fr/ark:/12148/cb11923958s	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-4 	oui	Les Notaires et secrétaires du roi sous les règnes de Louis XI, Charles VIII et Louis XII : 1461-1515	http://catalogue.bnf.fr/ark:/12148/cb37697570g		
ark:/12148/cb331640156	74937	420	NUMM-6243624 < Série 8,Volume 1 > 			1966	1			in-8	 -	Saisimentum comitatus Tholosani	Dossat, Yves (1911-1992)	http://catalogue.bnf.fr/ark:/12148/cb119004735	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb32941603z	12014	421	ark:/12148/bpt6k6251678d	332	99.96	1965	2			in-8	 -	Cartulaire et actes d'Enguerran de Marigny	Favier, Jean (1932-2014) | Comité des travaux historiques et scientifiques (France) 	http://catalogue.bnf.fr/ark:/12148/cb11996420w | http://catalogue.bnf.fr/ark:/12148/cb11863845t	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui			éditeur_personne-morale	
ark:/12148/cb331222232	12056	422	ark:/12148/bpt6k6252925m	426	99.96	1965	3			in-8	 -	Cartulaires des Templiers de Douzens	Gérard, Pierre (1927-2011) | Magnou-Nortier, Élisabeth (1930-....) | Wolff, Philippe (1913-2001) | Comité des travaux historiques et scientifiques (France) 	http://catalogue.bnf.fr/ark:/12148/cb115767914 | http://catalogue.bnf.fr/ark:/12148/cb11913911x | http://catalogue.bnf.fr/ark:/12148/cb11929359x | http://catalogue.bnf.fr/ark:/12148/cb11863845t	Ordre des Templiers. Commanderie de Douzens (Aude) 	http://catalogue.bnf.fr/ark:/12148/cb11590807n	Collection de documents inédits sur l'histoire de France. Série in-8	oui			auteur_personne-morale | éditeur_personne-morale	
ark:/12148/cb33164929c	98003	423	ark:/12148/bpt6k6243594h	337	99.96	1966	4			in-8	 -	La Gascogne dans les registres du Trésor des chartes	Samaran, Charles (1879-1982) | Rouleau, Pierre | Comité des travaux historiques et scientifiques (France) 	http://catalogue.bnf.fr/ark:/12148/cb12291077g | http://catalogue.bnf.fr/ark:/12148/cb126362739 | http://catalogue.bnf.fr/ark:/12148/cb11863845t	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui			éditeur_personne-morale	
ark:/12148/cb331903897	79671	424	ark:/12148/bpt6k6251808f	182	99.72	1966	5			in-8	 -	Le terrier de Jean Jossard, coseigneur de Châtillon-d'Azergues : 1430-1463	Fédou, René (1920-2001) | Comité des travaux historiques et scientifiques (France) 	http://catalogue.bnf.fr/ark:/12148/cb119024771 | http://catalogue.bnf.fr/ark:/12148/cb11863845t	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui			éditeur_personne-morale	
ark:/12148/cb37440017k	1404		ark:/12148/bpt6k62442956	258	99.75	1967	6			in-8	 -	Actes relatifs à la principauté de Morée (1289-1300)	Perrat, Charles (1899-1976) | Longnon, Jean (1887-1979)	http://catalogue.bnf.fr/ark:/12148/cb12428066d | http://catalogue.bnf.fr/ark:/12148/cb11913300m	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb374111869	49194					1968	 -	1		in-8	 -	Lettres de Jean Chapelain. Tome premier : septembre 1632 - décembre 1640	Tamizey de Larroque, Philippe (1828-1898)	http://catalogue.bnf.fr/ark:/12148/cb121417536	Chapelain, Jean (1595-1674)	http://catalogue.bnf.fr/ark:/12148/cb123957150	Collection de documents inédits sur l'histoire de France. Série in-8		Lettres de Jean Chapelain	http://catalogue.bnf.fr/ark:/12148/cb374111869		Les volumes n'ont pas de numéro dans la collection. fac-sim. de l'éd. de 1880, en format in-4 (lignes 216 à 218).
ark:/12148/cb374111869	49194					1968	 -	2		in-8	 -	Lettres de Jean Chapelain. Tome second : 2 janvier 1659 - 20 décembre 1672	Tamizey de Larroque, Philippe (1828-1898)	http://catalogue.bnf.fr/ark:/12148/cb121417536	Chapelain, Jean (1595-1674)	http://catalogue.bnf.fr/ark:/12148/cb123957150	Collection de documents inédits sur l'histoire de France. Série in-8		Lettres de Jean Chapelain	http://catalogue.bnf.fr/ark:/12148/cb374111869		Les volumes n'ont pas de numéro dans la collection. fac-sim. de l'éd. de 1880, en format in-4 (lignes 216 à 218).
ark:/12148/cb353223605	18086	426	ark:/12148/bpt6k6244381h	404	98.89	1969	7			in-8	 -	Comptes du sel (Libro di ragione e conto di salle) de Francesco di Marco Datini pour sa compagnie d'Avignon (1376-1379)	Villain-Gandossi, Christiane (1935-....) | Comité des travaux historiques et scientifiques (France)	http://catalogue.bnf.fr/ark:/12148/cb12031834t | http://catalogue.bnf.fr/ark:/12148/cb11863845t	Datini, Francesco (1335?-1410) 	http://catalogue.bnf.fr/ark:/12148/cb128158740	Collection de documents inédits sur l'histoire de France. Série in-8	oui			éditeur_personne-morale	
ark:/12148/cb35322361h	69677	427	ark:/12148/bpt6k62439336	340	99.77	1970	8			in-8	 -	Recueil des actes de l'Abbaye cistercienne de Bonnefont en Comminges	Samaran, Charles (1879-1982) | Higounet, Charles (1911-1988)	http://catalogue.bnf.fr/ark:/12148/cb12291077g | http://catalogue.bnf.fr/ark:/12148/cb11907507b	Abbaye Notre-Dame De Bonnefont. [Proupiary, Haute-Garonne.] 	http://catalogue.bnf.fr/ark:/12148/cb12815875b	Collection de documents inédits sur l'histoire de France. Série in-8	oui			auteur_personne-morale	
ark:/12148/cb346379640	77911	124	ark:/12148/bpt6k6251679t	376	98.74	1971	9	1		in-8	 -	Les statuts synodaux français du XIIIe siècle. Tome I : Les statuts de Paris et le Synodal de l'Ouest (XIIIe siècle)	Pontal, Odette (1918-2014)	http://catalogue.bnf.fr/ark:/12148/cb11920283b	Eglise catholique. Diocèse (Paris). Synode | Eglise catholique. Diocèse (Angers). Synode	http://catalogue.bnf.fr/ark:/12148/cb11877841m | http://catalogue.bnf.fr/ark:/12148/cb11873029k	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Les statuts synodaux français du XIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb34297696b	auteur_personne-morale	Ce volume est le 1er des Statuts synodaux français du XIIIe siècle. L'ensemble est constitué de 6 volumes dont la numérotation n'est pas continue.
ark:/12148/cb345712450	14532	125	ark:/12148/bpt6k6348326s	646	99.9	1974	10			in-8	 -	Chartes de coutume en Picardie (XIe-XIIIe siècle)	Fossier, Robert (1927-2012)	http://catalogue.bnf.fr/ark:/12148/cb119031821	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb345907028	25645	126	ark:/12148/bpt6k6245919j	360	99.96	1977	11	1		in-8	 -	Documents relatifs au Clos des galées de Rouen et aux armées de mer du roi de France de 1293 à 1418. Tome premier	Merlin-Chazelas, Anne	http://catalogue.bnf.fr/ark:/12148/cb119156974	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Documents relatifs au Clos des galées de Rouen et aux armées de mer du roi de France de 1293 à 1418	http://catalogue.bnf.fr/ark:/12148/cb345907028		
ark:/12148/cb345907028	25645	127	ark:/12148/bpt6k6266281b	360	100.0	1978	12	2		in-8	 -	Documents relatifs au Clos des galées de Rouen et aux armées de mer du roi de France de 1293 à 1418. Tome second	Merlin-Chazelas, Anne	http://catalogue.bnf.fr/ark:/12148/cb119156974	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Documents relatifs au Clos des galées de Rouen et aux armées de mer du roi de France de 1293 à 1418	http://catalogue.bnf.fr/ark:/12148/cb345907028		
ark:/12148/cb366014504	18043	128				1979	13			in-8	 -	Comptes consulaires de Montréal en Condomois : 1458-1498	Samaran, Charles (1879-1982) | Loubès, Gilbert (1927-1998) 	http://catalogue.bnf.fr/ark:/12148/cb12291077g | http://catalogue.bnf.fr/ark:/12148/cb11913420h	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8					
ark:/12148/cb34715707w	66180	395	ark:/12148/bpt6k6244433s	498	99.96	1981	14			in-8	 -	Le premier cartulaire de l'Abbaye cistercienne de Pontigny (XIIe-XIIIe siècles)	Dalas, Martine	http://catalogue.bnf.fr/ark:/12148/cb11904213q	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb34722405v	77911	129	ark:/12148/bpt6k62444168	545	98.5 	1983	15	2		in-8	 -	Les statuts synodaux français du XIIIe siècle. Tome II : Les Statuts de 1230 à 1260	Pontal, Odette (1918-2014)	http://catalogue.bnf.fr/ark:/12148/cb11920283b	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Les statuts synodaux français du XIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb34297696b		Ce volume est le 2e des Statuts synodaux français du XIIIe siècle. L'ensemble est constitué de 6 volumes dont la numérotation n'est pas continue.
ark:/12148/cb366041087	48017	130	ark:/12148/bpt6k62483417	648	99.96	1983	16			in-8	 -	Le Languedoc et le Rouergue dans le Trésor des chartes	Dossat, Yves (1911-1992) | Lemasson, Anne-Marie | Wolff, Philippe (1913-2001)	http://catalogue.bnf.fr/ark:/12148/cb119004735 | http://catalogue.bnf.fr/ark:/12148/cb12620308g | http://catalogue.bnf.fr/ark:/12148/cb11929359x	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb36607919t	11782	131	ark:/12148/bpt6k6243599k	774	99.96	1984	17	1		in-8	 -	Cartulaire de l'abbaye de Lézat. Tome I	Ourliac, Paul (1911-1998) | Magnou, Anne-Marie | Abbaye Saint-Antoine-et-Saint-Pierre (Lézat-sur-Lèze, Ariège) 	http://catalogue.bnf.fr/ark:/12148/cb11918294q | http://catalogue.bnf.fr/ark:/12148/cb12017914h | http://catalogue.bnf.fr/ark:/12148/cb11987536k	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Cartulaire de l'abbaye de Lézat	http://catalogue.bnf.fr/ark:/12148/cb36607919t	éditeur_personne-morale	
ark:/12148/cb36607919t	11782	132	ark:/12148/bpt6k6288547h	752	99.96	1987	18	2		in-8	 -	Cartulaire de l'abbaye de Lézat. Tome II	Ourliac, Paul (1911-1998) | Magnou, Anne-Marie | Abbaye Saint-Antoine-et-Saint-Pierre (Lézat-sur-Lèze, Ariège) 	http://catalogue.bnf.fr/ark:/12148/cb11918294q | http://catalogue.bnf.fr/ark:/12148/cb12017914h | http://catalogue.bnf.fr/ark:/12148/cb11987536k	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Cartulaire de l'abbaye de Lézat	http://catalogue.bnf.fr/ark:/12148/cb36607919t	éditeur_personne-morale	
ark:/12148/cb36629426m	77911		ark:/12148/bpt6k6264436k	344	100.0	1988	19	3		in-8	 -	Les statuts synodaux français du XIIIe siècle. Tome III : Les statuts synodaux angevins de la seconde moitié du XIIIe siècle précédés d'une étude sur la législation synodale angevine	Avril, Joseph (1928-....)	http://catalogue.bnf.fr/ark:/12148/cb11889676d	Eglise catholique. Diocèse (Angers). Synode	http://catalogue.bnf.fr/ark:/12148/cb11873029k	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Les statuts synodaux français du XIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb34297696b	auteur_personne-morale	Ce volume est le 3e des Statuts synodaux français du XIIIe siècle. L'ensemble est constitué de 6 volumes dont la numérotation n'est pas continue.
ark:/12148/cb36651365x	14589	134	ark:/12148/bpt6k6244417p	496	99.97	1991	20			in-8	 -	Les chartes des évêques d'Arras (1093-1203)	Tock, Benoît-Michel	http://catalogue.bnf.fr/ark:/12148/cb12217538r	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb36663133f	79670	135	ark:/12148/bpt6k6431727c	487	99.82	1993	21			in-8	 -	Le terrier avignonnais de l'évêque Anglic Grimoard (1366-1368)	Hayez, Anne-Marie (1931-....)	http://catalogue.bnf.fr/ark:/12148/cb11907057h	Grimoard, Anglic de (132.?-1388) | Sicard du Fraisse (13..-1373?) | Eglise catholique. Diocèse (Avignon)	http://catalogue.bnf.fr/ark:/12148/cb12307111k | http://catalogue.bnf.fr/ark:/12148/cb12307112x | http://catalogue.bnf.fr/ark:/12148/cb121193344	Collection de documents inédits sur l'histoire de France. Série in-8	oui			auteur_personne-morale	
ark:/12148/cb366633481	63301	136	ark:/12148/bpt6k6244424t	664	99.96	1993	22			in-8	 -	Les pays de la Loire moyenne dans le Trésor des chartes : Berry, Blésois, Chartrain, Orléanais, Touraine, 1350-1502 : Archives nationale, JJ 80-235	Chevalier, Bernard (1923-....)	http://catalogue.bnf.fr/ark:/12148/cb118965936	Archives nationales (France) 	http://catalogue.bnf.fr/ark:/12148/cb11862272t	Collection de documents inédits sur l'histoire de France. Série in-8	oui			auteur_personne-morale	
